Id,y
375,0.877145694
376,0.405979413
377,0.792790879
378,0.646898129
379,0.050391471
380,0.954392098
381,0.980392607
382,0.664087502
383,0.874568719
384,0.050868245
385,0.938421041
386,0.804757965
387,0.068078118
388,0.159734723
389,0.532683646
390,0.015272972
391,0.360176027
392,0.721543692
393,0.156790501
394,0.028032352
395,0.908635759
396,0.890636214
397,0.097882814
398,0.827390014
399,0.557979436
400,0.893510533
401,0.041389493
402,0.029491017
403,0.479329003
404,0.070639718
405,0.975271255
406,0.030001609
407,0.01603062
408,0.741794275
409,0.065304042
410,0.202095937
411,0.053196969
412,0.94679969
413,0.791058583
414,0.260902127
415,0.87771773
416,0.081795648
417,0.235580298
418,0.014442841
419,0.719528323
420,0.28724686
421,0.988054092
422,0.915685336
423,0.656526537
424,0.537478796
425,0.031788609
426,0.060322863
427,0.090334634
428,0.464962579
429,0.996329372
430,0.988120202
431,0.947778802
432,0.183590504
433,0.76923677
434,0.441300215
435,0.066636681
436,0.086490892
437,0.051020707
438,0.091714842
439,0.025788129
440,0.130468302
441,0.002853265
442,0.500357131
443,0.149422209
444,0.174076921
445,0.226495236
446,0.763551312
447,0.091819372
448,0.928800409
449,0.915143513
450,0.060375362
451,0.927653109
452,0.359218822
453,0.01400091
454,0.341938436
455,0.082588217
456,0.06871902
457,0.054749098
458,0.198503158
459,0.051369863
460,0.132733327
461,0.758731474
462,0.094026369
463,0.392569742
464,0.803417846
465,0.232869068
466,0.153098787
467,0.955315157
468,0.039822402
469,0.959635181
470,0.056398965
471,0.184374908
472,0.273954834
473,0.052892765
474,0.618485481
475,0.039638354
476,0.036526458
477,0.855772397
478,0.996745779
479,0.030309272
480,0.117158626
481,0.034939523
482,0.907006455
483,0.044025812
484,0.90814975
485,0.083691805
486,0.734648572
487,0.02903983
488,0.572941664
489,0.398492758
490,0.806849118
491,0.041761083
492,0.036753647
493,0.786182059
494,0.753869089
495,0.232422066
496,0.996452152
497,0.101630801
498,0.167132983
499,0.74073298
500,0.777505671
501,0.974472681
502,0.049636023
503,0.884134
504,0.868406095
505,0.552591941
506,0.133702593
507,0.058114464
508,0.02823934
509,0.823620387
510,0.052401259
511,0.019653668
512,0.963552522
513,0.594469064
514,0.4628569
515,0.808407323
516,0.040368708
517,0.033140705
518,0.036505295
519,0.942291059
520,0.770135286
521,0.201075161
522,0.061056489
523,0.576732601
524,0.768532454
525,0.032134274
526,0.118704161
527,0.959025895
528,0.869270911
529,0.17894839
530,0.290010379
531,0.293986118
532,0.994292483
533,0.753996802
534,0.015604567
535,0.868761448
536,0.133422476
537,0.025406886
538,0.059366402
539,0.853165152
540,0.132697228
541,0.933433576
542,0.040193746
543,0.0485016
544,0.246825321
545,0.034094738
546,0.407588408
547,0.503258402
548,0.051563318
549,0.036442165
550,0.822316964
551,0.005874013
552,0.032344836
553,0.864444069
554,0.866227567
555,0.839943415
556,0.747272248
557,0.939423477
558,0.014464975
559,0.090572128
560,0.985984404
561,0.61604317
562,0.990851292
563,0.010773918
564,0.39236645
565,0.234623918
566,0.119083051
567,0.187417559
568,0.160573738
569,0.078788472
570,0.903742083
571,0.878126085
572,0.033256332
573,0.050642888
574,0.753937678
575,0.928885076
576,0.016362252
577,0.968017461
578,0.743820942
579,0.025457442
580,0.121476892
581,0.941103836
582,0.120444345
583,0.947318643
584,0.953894665
585,0.928477584
586,0.055357009
587,0.022624357
588,0.980145855
589,0.7910656
590,0.760779197
591,0.051263373
592,0.875061774
593,0.643125059
594,0.002286867
595,0.789006659
596,0.066660182
597,0.710880015
598,0.557517884
599,0.440652935
600,0.725114783
601,0.055580892
602,0.025828687
603,0.130320436
604,0.942268977
605,0.932478184
606,0.914036404
607,0.01211555
608,0.658360563
609,0.018961568
610,0.128437217
611,0.07199835
612,0.175484337
613,0.95422598
614,0.079318238
615,0.625838766
616,0.021979582
617,0.951092859
618,0.481116212
619,0.173501876
620,0.670720716
621,0.075080581
622,0.142437781
623,0.760906698
624,0.23030496
625,0.111745985
626,0.967762819
627,0.106497968
628,0.111675244
629,0.935072418
630,0.032653876
631,0.095357202
632,0.864677741
633,0.167807732
634,0.016696696
635,0.041307654
636,0.959324915
637,0.252552712
638,0.93211517
639,0.091670906
640,0.65895305
641,0.95973321
642,0.030758967
643,0.014758702
644,0.070934578
645,0.797828942
646,0.125633068
647,0.614752724
648,0.073743517
649,0.024232122
650,0.018841248
651,0.09810694
652,0.941411171
653,0.184571869
654,0.805980592
655,0.071010282
656,0.093890206
657,0.027770146
658,0.116444653
659,0.790073095
660,0.056082093
661,0.797858353
662,0.082639449
663,0.797137819
664,0.33873833
665,0.828112342
666,0.939907841
667,0.263952989
668,0.867789213
669,0.012955496
670,0.123317131
671,0.975152312
672,0.017280565
673,0.710319829
674,0.891755988
675,0.26645085
676,0.02550494
677,0.817337503
678,0.044621233
679,0.008106341
680,0.038427961
681,0.059302935
682,0.983668509
683,0.040518826
684,0.027557699
685,0.189810282
686,0.141472815
687,0.528653275
688,0.47426243
689,0.005457197
690,0.987459704
691,0.525985794
692,0.089687975
693,0.625823939
694,0.924315702
695,0.114211273
696,0.407595622
697,0.034155261
698,0.857745022
699,0.085065354
700,0.978873234
701,0.972427018
702,0.275307871
703,0.630584688
704,0.091881311
705,0.019436123
706,0.438837895
707,0.181858198
708,0.837878994
709,0.96375097
710,0.076775437
711,0.026447399
712,0.011700616
713,0.42716507
714,0.135802512
715,0.042731719
716,0.048162715
717,0.079275089
718,0.656360923
719,0.045164884
720,0.801578015
721,0.959253493
722,0.520118303
723,0.256110606
724,0.008891518
725,0.035284629
726,0.185978365
727,0.022823658
728,0.088777566
729,0.604099975
730,0.335497516
731,0.111278216
732,0.044777854
733,0.302207334
734,0.959717693
735,0.064209135
736,0.078151
737,0.036139854
738,0.089430082
739,0.536544041
740,0.810861514
741,0.015384749
742,0.017450029
743,0.200118615
744,0.844808509
745,0.491144986
746,0.350276785
747,0.276273297
748,0.546317379
749,0.114942438
750,0.014520474
751,0.225620534
752,0.333962639
753,0.188377995
754,0.779502954
755,0.183917347
756,0.942749771
757,0.081361664
758,0.024253062
759,0.115495564
760,0.913436915
761,0.55054934
762,0.016968898
763,0.099304396
764,0.927703898
765,0.458829931
766,0.885834617
767,0.162449677
768,0.913735811
769,0.056087267
770,0.703572174
771,0.659901488
772,0.032202958
773,0.836812138
774,0.032459899
775,0.194406592
776,0.09794755
777,0.335040765
778,0.22023246
779,0.006579705
780,0.90343899
781,0.174837332
782,0.216123101
783,0.103085495
784,0.364770083
785,0.021252866
786,0.024831745
787,0.870146681
788,0.068325384
789,0.108126451
790,0.304051911
791,0.531602687
792,0.031056151
793,0.936408654
794,0.902097046
795,0.87781088
796,0.3194518
797,0.919219526
798,0.900663916
799,0.01574857
800,0.022372153
801,0.210495584
802,0.749879492
803,0.514598283
804,0.977919299
805,0.010672471
806,0.736665505
807,0.831062062
808,0.968981261
809,0.3463091
810,0.022545184
811,0.013427277
812,0.103750108
813,0.114131123
814,0.056762934
815,0.055334292
816,0.420190471
817,0.522419669
818,0.024521364
819,0.913548759
820,0.397406755
821,0.311410566
822,0.374869194
823,0.785663446
824,0.176453756
825,0.572282297
826,0.032898106
827,0.818672345
828,0.048128444
829,0.0660634
830,0.596505658
831,0.913156774
832,0.028587401
833,0.049176378
834,0.803095028
835,0.256724801
836,0.067984529
837,0.196576151
838,0.847060571
839,0.208878397
840,0.036145126
841,0.017174073
842,0.985424324
843,0.901376596
844,0.84743923
845,0.980979471
846,0.098098634
847,0.110776308
848,0.126605545
849,0.822429366
850,0.037234058
851,0.79566222
852,0.177453294
853,0.907538209
854,0.533731005
855,0.051676842
856,0.068705113
857,0.85316977
858,0.9266758
859,0.869371772
860,0.979938257
861,0.265654528
862,0.176245586
863,0.805275549
864,0.117499762
865,0.95849569
866,0.01957834
867,0.930558521
868,0.316056814
869,0.156194904
870,0.302247259
871,0.975534573
872,0.879227504
873,0.833469577
874,0.598924148
875,0.451491704
876,0.79974899
877,0.109390443
878,0.902552447
879,0.135676353
880,0.055177787
881,0.046317006
882,0.96338273
883,0.884838904
884,0.035639871
885,0.408879705
886,0.064953365
887,0.097516642
888,0.010418939
889,0.213503516
890,0.980615283
891,0.014167025
892,0.724887848
893,0.241075434
894,0.128239681
895,0.868037032
896,0.145776588
897,0.192886464
898,0.905529464
899,0.049150578
900,0.984602972
901,0.451709314
902,0.816617005
903,0.822026606
904,0.214187527
905,0.946115328
906,0.206371599
907,0.658918258
908,0.443120603
909,0.642568316
910,0.482802706
911,0.074819785
912,0.979191422
913,0.114060401
914,0.910301158
915,0.869188216
916,0.970282926
917,0.749764305
918,0.128003041
919,0.925701742
920,0.07561965
921,0.817493276
922,0.886612621
923,0.040592469
924,0.064791699
925,0.403364353
926,0.809744544
927,0.041202961
928,0.095987739
929,0.223247395
930,0.964020463
931,0.030912564
932,0.973541747
933,0.489923148
934,0.759853496
935,0.035370538
936,0.896527407
937,0.135698475
938,0.985662754
939,0.326374559
940,0.19492237
941,0.053359504
942,0.044595527
943,0.122926792
944,0.139599712
945,0.896538666
946,0.094390224
947,0.190377548
948,0.150298558
949,0.966240944
950,0.531020312
951,0.887999306
952,0.147692641
953,0.940373358
954,0.74643037
955,0.733261173
956,0.217430299
957,0.133297731
958,0.860088487
959,0.748553651
960,0.881470275
961,0.889287533
962,0.069384563
963,0.313817493
964,0.810676507
965,0.989390104
966,0.911468656
967,0.021538127
968,0.437930718
969,0.964987437
970,0.02553004
971,0.900287757
972,0.934152716
973,0.049176636
974,0.949715785
975,0.059947238
976,0.858095497
977,0.875127338
978,0.099300925
979,0.040972884
980,0.420617852
981,0.22506728
982,0.043938936
983,0.063985829
984,0.025873471
985,0.118358951
986,0.096045104
987,0.950567228
988,0.897335703
989,0.978509832
990,0.06329285
991,0.564448014
992,0.863169578
993,0.921378643
994,0.911033974
995,0.926495984
996,0.211892869
997,0.115982658
998,0.781454974
999,0.082015482
1000,0.014979462
1001,0.042572522
1002,0.051460863
1003,0.989083876
1004,0.909466125
1005,0.134390861
1006,0.059301565
1007,0.159348575
1008,0.49162342
1009,0.910604613
1010,0.432925149
1011,0.098930624
1012,0.136018445
1013,0.837777728
1014,0.893665149
1015,0.097402022
1016,0.123311768
1017,0.021904893
1018,0.840685642
1019,0.196301567
1020,0.057573305
1021,0.45097947
1022,0.098266058
1023,0.105160649
1024,0.97561564
1025,0.775836047
1026,0.847925399
1027,0.821024478
1028,0.116232842
1029,0.280747775
1030,0.011129041
1031,0.443240901
1032,0.05516876
1033,0.017923608
1034,0.878042989
1035,0.016924126
1036,0.123237997
1037,0.969083333
1038,0.885429962
1039,0.072109714
1040,0.938177
1041,0.429633316
1042,0.989796477
1043,0.340719378
1044,0.013594574
1045,0.927462388
1046,0.693681794
1047,0.019213273
1048,0.681682421
1049,0.556649142
1050,0.058595998
1051,0.84680286
1052,0.931485092
1053,0.951888151
1054,0.862267572
1055,0.028938495
1056,0.072611964
1057,0.587077499
1058,0.951073535
1059,0.725491574
1060,0.463220371
1061,0.542189478
1062,0.770543645
1063,0.949741918
1064,0.210194682
1065,0.012444216
1066,0.057534136
1067,0.615210609
1068,0.829335826
1069,0.274412712
1070,0.154044018
1071,0.873779301
1072,0.706703499
1073,0.635060467
1074,0.142229965
1075,0.028489755
1076,0.455815119
1077,0.989944723
1078,0.427287589
1079,0.970803233
1080,0.038734674
1081,0.935051914
1082,0.211901041
1083,0.975762549
1084,0.594151448
1085,0.070176185
1086,0.594028932
1087,0.014436438
1088,0.146417666
1089,0.064690869
1090,0.876108009
1091,0.258063783
1092,0.095789504
1093,0.486019454
1094,0.069491327
1095,0.671387961
1096,0.011790634
1097,0.026423515
1098,0.976612923
1099,0.810633076
1100,0.987968167
1101,0.050789703
1102,0.172189643
1103,0.050378048
1104,0.862010278
1105,0.030242893
1106,0.553864327
1107,0.038787933
1108,0.017811133
1109,0.49458641
1110,0.361910437
1111,0.669474296
1112,0.972436881
1113,0.024368962
1114,0.301237615
1115,0.010558544
1116,0.125196685
1117,0.025910957
1118,0.976833633
1119,0.68433572
1120,0.615830851
1121,0.046568464
1122,0.939375
1123,0.071931642
1124,0.053677432
1125,0.98611187
1126,0.026177911
1127,0.945093618
1128,0.032623223
1129,0.143841768
1130,0.135148344
1131,0.095535081
1132,0.008883444
1133,0.011542016
1134,0.795899452
1135,0.082408854
1136,0.0498004
1137,0.147016504
1138,0.047823875
1139,0.227388461
1140,0.36746877
1141,0.707174178
1142,0.069558335
1143,0.165727931
1144,0.851064307
1145,0.008655761
1146,0.80223746
1147,0.033874201
1148,0.007359113
1149,0.858278775
1150,0.912301962
1151,0.401027627
1152,0.705141408
1153,0.711796892
1154,0.061709712
1155,0.557482592
1156,0.022278941
1157,0.98399687
1158,0.980642867
1159,0.133793681
1160,0.066411773
1161,0.078054696
1162,0.85467308
1163,0.754335332
1164,0.083963028
1165,0.963676219
1166,0.892832326
1167,0.042670052
1168,0.812648714
1169,0.322586917
1170,0.016840935
1171,0.907289985
1172,0.801154207
1173,0.516479764
1174,0.748189679
1175,0.410320508
1176,0.230776986
1177,0.971968247
1178,0.029669189
1179,0.822070435
1180,0.231667845
1181,0.391165178
1182,0.072984665
1183,0.172569286
1184,0.657121832
1185,0.772015807
1186,0.308293162
1187,0.862660657
1188,0.700848943
1189,0.428140333
1190,0.012735333
1191,0.855373896
1192,0.194189552
1193,0.149650002
1194,0.181309811
1195,0.978124397
1196,0.291158136
1197,0.286658605
1198,0.073517256
1199,0.295461785
1200,0.963448372
1201,0.568166261
1202,0.016913381
1203,0.067787148
1204,0.061585071
1205,0.029197073
1206,0.076798887
1207,0.595292323
1208,0.951424575
1209,0.824349344
1210,0.962950712
1211,0.103786043
1212,0.957994836
1213,0.05599504
1214,0.055494222
1215,0.961338387
1216,0.067279158
1217,0.057869974
1218,0.048961464
1219,0.626062224
1220,0.213178781
1221,0.54052044
1222,0.068713037
1223,0.979387773
1224,0.975124526
1225,0.949485381
1226,0.290622332
1227,0.260673984
1228,0.630113504
1229,0.05958123
1230,0.078874145
1231,0.910696484
1232,0.729671049
1233,0.312827305
1234,0.800658002
1235,0.295505299
1236,0.082783191
1237,0.034135996
1238,0.043128247
1239,0.056961397
1240,0.968001673
1241,0.053813428
1242,0.406420356
1243,0.86479265
1244,0.109035035
1245,0.91109616
1246,0.597532674
1247,0.582025059
1248,0.5845608
1249,0.108719363
1250,0.067753306
1251,0.573889047
1252,0.94768527
1253,0.752866995
1254,0.985387259
1255,0.222800771
1256,0.981939681
1257,0.156284495
1258,0.443960438
1259,0.10727563
1260,0.100682842
1261,0.297569546
1262,0.517769458
1263,0.799182591
1264,0.032744998
1265,0.056145004
1266,0.241302759
1267,0.927770627
1268,0.793693547
1269,0.220578736
1270,0.059123316
1271,0.899897785
1272,0.363959885
1273,0.113452163
1274,0.776159207
1275,0.863303777
1276,0.162884044
1277,0.559255832
1278,0.830696882
1279,0.897966884
1280,0.704588981
1281,0.118114952
1282,0.04121584
1283,0.989303276
1284,0.892890876
1285,0.391523496
1286,0.904713094
1287,0.159886841
1288,0.152483386
1289,0.892940151
1290,0.108831716
1291,0.003528283
1292,0.056926024
1293,0.023658494
1294,0.953276174
1295,0.145885539
1296,0.618201044
1297,0.103008021
1298,0.958573713
1299,0.759216931
1300,0.988804186
1301,0.968563272
1302,0.449312199
1303,0.267494042
1304,0.969768218
1305,0.891383311
1306,0.973439674
1307,0.014978374
1308,0.467448222
1309,0.964236272
1310,0.281425849
1311,0.070835099
1312,0.882102554
1313,0.845487517
1314,0.971932262
1315,0.021301138
1316,0.866670627
1317,0.825083336
1318,0.844639871
1319,0.948008197
1320,0.116437622
1321,0.107548758
1322,0.9581778
1323,0.141825188
1324,0.019703171
1325,0.013183994
1326,0.018355192
1327,0.886039579
1328,0.186297271
1329,0.131337724
1330,0.19849666
1331,0.442185935
1332,0.757784821
1333,0.156487902
1334,0.445063903
1335,0.202403294
1336,0.083552421
1337,0.133895611
1338,0.816150243
1339,0.940981871
1340,0.209855673
1341,0.621230586
1342,0.204340851
1343,0.83099804
1344,0.850104295
1345,0.055878954
1346,0.01701592
1347,0.123812639
1348,0.818008848
1349,0.024853497
1350,0.700293609
1351,0.017605984
1352,0.079103937
1353,0.023994153
1354,0.035806236
1355,0.350471822
1356,0.055885748
1357,0.896115089
1358,0.650787715
1359,0.520793355
1360,0.943737053
1361,0.040510073
1362,0.539212168
1363,0.035936531
1364,0.309023608
1365,0.095572723
1366,0.059569084
1367,0.008227205
1368,0.026403534
1369,0.986464989
1370,0.024660572
1371,0.140976371
1372,0.100992395
1373,0.908951233
1374,0.089252111
1375,0.734837192
1376,0.03664396
1377,0.024585885
1378,0.991553863
1379,0.895297253
1380,0.4269939
1381,0.314438721
1382,0.709900869
1383,0.078571754
1384,0.959095826
1385,0.084107508
1386,0.149519921
1387,0.355582619
1388,0.034563213
1389,0.792231986
1390,0.179025548
1391,0.174014011
1392,0.610897138
1393,0.02451769
1394,0.153621282
1395,0.008540852
1396,0.923296197
1397,0.460973496
1398,0.890969688
1399,0.811370464
1400,0.887114289
1401,0.974428147
1402,0.901220676
1403,0.808812805
1404,0.280367806
1405,0.040411223
1406,0.053227396
1407,0.594662498
1408,0.814543557
1409,0.045000749
1410,0.006868265
1411,0.059862751
1412,0.092588497
1413,0.041069731
1414,0.33222245
1415,0.863401212
1416,0.265055641
1417,0.503871541
1418,0.347752791
1419,0.157312359
1420,0.070454323
1421,0.111260175
1422,0.19324862
1423,0.453143058
1424,0.052622741
1425,0.661924236
1426,0.956765188
1427,0.0509895
1428,0.89612324
1429,0.497584757
1430,0.014335023
1431,0.996769805
1432,0.106280801
1433,0.208656497
1434,0.003826009
1435,0.056016905
1436,0.03145729
1437,0.014891595
1438,0.29365327
1439,0.660830792
1440,0.161929781
1441,0.136642837
1442,0.533811381
1443,0.827301342
1444,0.028174754
1445,0.248498808
1446,0.76327724
1447,0.39855872
1448,0.017069145
1449,0.856081341
1450,0.952482716
1451,0.926439867
1452,0.043397433
1453,0.251184099
1454,0.127213197
1455,0.320395071
1456,0.036287881
1457,0.119292222
1458,0.082997193
1459,0.001862897
1460,0.121212399
1461,0.637050348
1462,0.096228213
1463,0.174090267
1464,0.864685557
1465,0.022557756
1466,0.033001686
1467,0.215598351
1468,0.076849935
1469,0.051569338
1470,0.004961519
1471,0.911294937
1472,0.021888654
1473,0.940631658
1474,0.958253786
1475,0.992098747
1476,0.733618695
1477,0.478496368
1478,0.822059161
1479,0.162973861
1480,0.088911863
1481,0.558782469
1482,0.228950222
1483,0.203720051
1484,0.731689513
1485,0.987000423
1486,0.966982838
1487,0.018413439
1488,0.071811261
1489,0.192797364
1490,0.22315572
1491,0.913521093
1492,0.830505026
1493,0.856741705
1494,0.88703462
1495,0.181470086
1496,0.85272054
1497,0.954162193
1498,0.01560538
1499,0.159309547
1500,0.57523839
1501,0.027480167
1502,0.060471498
1503,0.966886021
1504,0.46593759
1505,0.02830776
1506,0.98481823
1507,0.56275084
1508,0.842536353
1509,0.023326983
1510,0.975284276
1511,0.988807309
1512,0.343858225
1513,0.156167279
1514,0.896231581
1515,0.033470302
1516,0.87287709
1517,0.857289753
1518,0.943840513
1519,0.994930277
1520,0.143028807
1521,0.263593341
1522,0.963206824
1523,0.150928383
1524,0.101101675
1525,0.58372047
1526,0.971437197
1527,0.081731813
1528,0.087673768
1529,0.964607418
1530,0.019329121
1531,0.474780649
1532,0.143514115
1533,0.846350353
1534,0.958556541
1535,0.529638229
1536,0.016543204
1537,0.045723362
1538,0.156199506
1539,0.759310218
1540,0.05473348
1541,0.083442756
1542,0.087911206
1543,0.783318781
1544,0.011874192
1545,0.067288773
1546,0.915927148
1547,0.948862766
1548,0.943497348
1549,0.103271825
1550,0.01812474
1551,0.048880807
1552,0.126585134
1553,0.670756472
1554,0.013859874
1555,0.844625309
1556,0.01216896
1557,0.032141462
1558,0.753228604
1559,0.079636517
1560,0.100714609
1561,0.042789154
1562,0.691566188
1563,0.124592534
1564,0.072797762
1565,0.254746262
1566,0.044314149
1567,0.726414331
1568,0.029546945
1569,0.587844187
1570,0.784385655
1571,0.910738902
1572,0.044057152
1573,0.985789753
1574,0.020670844
1575,0.951558191
1576,0.030506894
1577,0.170313564
1578,0.038034296
1579,0.864464929
1580,0.965727158
1581,0.266030389
1582,0.076140217
1583,0.989107092
1584,0.982620925
1585,0.05523715
1586,0.14533451
1587,0.085737331
1588,0.189826207
1589,0.844775413
1590,0.235803296
1591,0.524447732
1592,0.028726978
1593,0.023908612
1594,0.944359449
1595,0.460828667
1596,0.334756997
1597,0.552882084
1598,0.863017897
1599,0.888661979
1600,0.872756284
1601,0.052061427
1602,0.480566253
1603,0.076908399
1604,0.064736242
1605,0.017504891
1606,0.968757124
1607,0.288009042
1608,0.625409908
1609,0.960820678
1610,0.318387068
1611,0.002300595
1612,0.845368062
1613,0.96002294
1614,0.884861334
1615,0.051737176
1616,0.0052875
1617,0.138550547
1618,0.785966265
1619,0.816554883
1620,0.065681506
1621,0.270252804
1622,0.380815778
1623,0.13399551
1624,0.537487695
1625,0.767125218
1626,0.166730186
1627,0.901539162
1628,0.664335502
1629,0.482191595
1630,0.022102462
1631,0.087436363
1632,0.768176347
1633,0.017347781
1634,0.189077261
1635,0.113944975
1636,0.015966734
1637,0.135120142
1638,0.101523158
1639,0.077866852
1640,0.538406705
1641,0.254140133
1642,0.035448331
1643,0.597661211
1644,0.942084938
1645,0.103319865
1646,0.026484077
1647,0.956132993
1648,0.035419417
1649,0.858416152
1650,0.777260361
1651,0.727049727
1652,0.322540978
1653,0.993467963
1654,0.331179842
1655,0.960632642
1656,0.59627637
1657,0.364546737
1658,0.836719616
1659,0.010478461
1660,0.103790186
1661,0.125145275
1662,0.600470026
1663,0.066779246
1664,0.040827994
1665,0.039302502
